review,rating,
"this product are rlly so guwdd!! cocok buat dikulit aku, teksturnya jga gaterlalu yang gimana gitu. recommend banget sih buat yang bingung mau pake sunscreen apa, pricenya juga worth it banget buat yang masih teenager kayak aku!",5,
"ini ringan banget ga berasa pake sunscreen!! mudah menyerap dan cukup sedikit aja bisa pake buat semuka, ga ninggalin efek dewy juga. wanginya kaya citrus menurut aku, harga juga murah dan gampang ditemuin",5,
"sunblock ini sebenernya ringan banget diwajah, mudah meresap tapi entah kenapa diwajahku sunblock ini malah bikin kusam kulit padahal gak banyak terpapar sinar matahari dan wajahku semakin jadi kilang minyak. sayang banget gak cocok, padahal harganya sangat terjangkau dikantong mahasiswa :')",2,
"Enak dipake, ringan banget kayak cuma pake pelembab, ga terlalu berminyak, ga bikin white cast juga. Aku pake nggak ada efek negatif sih. Tapii sayang wanginya gangguu, agak susu2 ga enak gimanaa gitu ☹️. Packaging tetep khas emina lah yaa, cute khas remaja abis.",4,
"sun protection lokal yang murah meriah dan gampang ditemuin di drugstore. teksturnya putih tapi ga bikin whitecast, lebih ringan dari krim jadi tetep bisa dipakai sama oily skin. wanginya menurutku mirip susu kedelai 😅 but ga ganggu kok, ada kandungan aloenya dan worth it untuk jadi sun protection rutin untuk oily skin dan acne prone",4,
"Mungkin kalo buat body lebih enak deh, soalnya kalo dimuka jd oily bgt. jd kaya make cream dobel-dobel. Dan entah diaku aja apa gimana, dibagian lengkukan hidung jd ngumpel gitu. dan ngga mem bantu menyamarkan pori menurut aku. but, maybe ada yg cocok dikulitnya. diaku ngga",3,
"Banyak banget yang suka si sunscreen ini. Packingnya oke, harganya juga murah. Finishnya semi matte tapi yang jadi masalah besoknya setelah pake ini muncul jeriwi, kan sebel yaaa!!!!!!!!!!!!!!!!!!!!!!",3,
"Harga murah, not greasy, berasa kayak pake pelembab aja gitu. Tidak lengket di kulit, ga bikin whitecast. Udah repurchas berapa kali, cuma emang kalo untung outbond sunblock ini kurang nampol dibanding sunblock parasol",4,
"My first sunscreen nih. Packagingnya enak dibawa pergi, bentuk tube gitu. Teksturnya creamy, Warna agak kekuningan gitu, pas pertama di aplikasiin lengket sih, tapi cepat meresap dan gak lengket. Ada sedikit wangi yg enak gitu Dan sensasi dinginnya. Tapi sayang banget di aku bikin jerawatan.",3,
"coba emina karna ga sanggup repurchase sunblock biru sebelah wkwk udah 2 minggu pakai gak ada efek negatif di kulit aku, ini teksturnya enakkk gel gitu dannn ga menimbulkan white cast di aku, biasanya kalo pake sunblock selain “si biru” muka aku kyk gatau knp somehow muka ngerasa gosong dan panas. tapi emina ini ga bikin itu sama skaliii. mursidah banget emmm cuco pkonya reccommended 👌🏻",4,
"ini sunscreen yg termurah kayaknya, kurang dari 25ribu dapet isi 60ml sementara sodara nya di harga yg sama cuma dapet 40ml. ini gue pake di muka & tangan juga krn males beli sunscreen buat badan. adem pas dipake, ga bikin becek wajah yg heboh gitu, ada white cast nya tapi dikiiit bgt yg mana malah ngebantu jadi keliatan cerah wajahnya. repurchase? yessss",5,
"Baru botol pertama. Sebelumnya pake merk lain, ga cocok, dan nyoba ini karena murah. Jadi kalopun ga cocok ya ga rugi-rugi amat, hihi. Sudah pakai ini sekitar sebulan (mungkin) dan sejauh ini cocok, karena aku tidak beruntusan dan tidak menimbulkan jerawat di wajahku. Aku kurang tahu apakah sunscreen seharusnya bisa menahan minyak, tapi kalaupun bisa, produk ini tidak bisa menahan minyak di wajahku. Untuk produk dengan harga semurah ini (sekitar 30ribuan ya? Lupa) ini OK banget sih. Cocok untuk remaja juga menurutku karena gak keras di wajah. Would I repurchase? Maybe. Mau coba produk lain dulu hihi.",4,
"produk emina emang selalu cute yaa packagingnya. ini produk sunscreen pertamaku, baru make sebulanan. loveee sih, sampe sekarang masih jadi fav. sepertinya bakal stay sama sunscreen satu ini heheheheh",4,
"shout out to this affordable-price-spf30 sunscreen ever! Jodohnya kantong mahasiswa jadi lebih leluasa reapply, ga perlu dihemat hemat banget kayak make skinaqu* spf 50 wkkww. Sayang sedikit bikin whitecast, dan perfumed (kuterbiasa dengan non perfumed). Reapply rutin tiap 2 jam selama seminggu, menurutku ini mengisi pori-pori besarku dengan sebum sehingga harus bener ngebersihinnya. Efek proteksi sunscreen jg ga bisa instant jadi belum keliatan buatku. Selama gaada suncreen yg lebih murah dari ini, mungkin aku repurchase",4,
"Ini sunscreen aku ke 3 yang pernah aku coba, tergiur karena harganya yg murah huhu dan reviewnya banyak orang suka. Ngerasanya pas dibuka, tercium banget alkohol nya. Untuk aku yang mukanya terdapat fungal acne, bikin si fungal kembali say hello🙂 menurut aku emina ini, cukup ringannn, engga buat whitecast, gampang menyerapp dan engga lengket. Harganya yang sangat menghargai kantong pelajar, tapi sayang ku tidak cocok. Hwaa akan ku preloved, mungkin jika ada yang berminat.. bye eminaaa😫",3,
sunscreen kedua yang aku coba. aku suka sama baunya yg segerrr banget dan teksturnya yang oke. aku kasi bintang tiga karena aku gasuka akhir stelah pakenya:( ganggu banget kaya pengen cepet2 bilas muka gituuu huhu,3,
"Maaf bgt emina, pdhl ku suka packagingnya, wanginya, formulanyaaa!!! sukaa bgt isinya banyak kalo aja aku cocok aku bakalan seneng bgt dgn harga ga sampe 30, dpt spf 30 dan enak bgt adem. TAPI DI AKU BREAKOUT yg parah ga ketolongan😭😭😭😭 semuka isinya jerawat segede gedenyaaa aku sampe monangg😭 maaf yaa emina, btw buat kalian yg cocok?! AKU IRI TUKERAN MUKA YOK😭😭😭",1,
Wangi nya enak banget. Texture nya super creamy jadi gampang banget di blend. Tapi texture nya agak thick jadi keluarin dikit aja udah cukup untuk semuka. Sayangnya untuk kulit berminyak kurang nyaman soalnya bikin muka berasa agak greasy tapi gak bikin bruntusan kok. Jadinya kupake buat sunscreen di tangan aja.,4,
udh nyoba berapa kali sunscreen dr yang lokal sampe korea dan cuma emina sun protection ini yg enak banget. ringan di wajah cepet meresap udh ada aloe vera extraknya jg jd praktis deh buat yg remaja gtu gk perlu pake pelembab lagi klo aku. klo efek di wajah emg gk keliatan ya karna sunscreen efeknya tuh beberapa taun kedepan jd bismillah aja wajahku gk muncul flek hitam akibat matahari.,4,
"pernah nyoba ini dan lumayan bagus, dia ringan dan gak bikin makin berminyak. wangi nya buat sebagian org sih aneh, tp menurutku sih masih aman😄 kalau utk yg wajahnya kering dia malah bikin lembut gt, kalau yg berminyak juga bikin lembut tanpa minyakan. dr keseluruhan dia emg bagus, beli lagi? belum tau nih masih nyari yg lebih ringan lg😆",3,
"Bener bener ngefek banget , kalau pakai emina ini serasa minyak di muka ketahan semua , worth it Harga sesuai kantong pelajar kegunaan nya juga banyak banget , jadi gak pernah sia sia belinya. Di package memang terlihat sangat biasa , tetapi sangat baik kualitas nya untuk pelajar yang lebih banyak beraktivitas di luar ruangan sperti aku",5,
"ini sunscreen andalan, dan dah repurchase beberapa kali. Kulit muka aku tuh rewel kalo masalah sunscreen, empet ganti2 dari mulai wardah, skin aqua, parasol, sampe akhirnya nyoba dari emina ini dan ternyata paling cocok. sunscreen ini gak bikin muka aku yg oily acne prone ini bruntusan/jerawatan. Dia ringan, dan gak ngasih efek panas atau lengket sama sekali di kulit. pokoknya sukaaaa banget sama sunscreen ini",4,
"ini mirip sama wardah, harganya masi oke, pas dipake ada whitecast klo menurutku, keliatan berminyak dan lengket2. tp gatau kenapa lebih suka sama emina ini daripada sunscreennya wardah, padahal sbenernya mirip2 aja gitu cuma emg pas pake yg emina ini wajahku emg berminyak tp ga seberapa drpd pas pake yg wardah",3,
"hi, dear! aku mau review tentang product ini yang mana udah aku pake dari tahun lalu. dulu, aku ga pernah aware sama yang namanya sun screen. sampe akhirnya aku disaranin sama temenku buat beli product ini. dan aku beli lah ini kalau ga salah di bulan hmm sekitar September. alhasil, ini product adalah product sun screen pertama dan belum pernah membuat aku berhasil buat pindah ke lain hati hahaha jujur, dears. mukaku tuh typically muka yang sensitif kombinasi. segala jenis masalah ada di kulit mukaku. tp yang terutama sih berminyak dan kering. aku juga baru jenis mukaku begini karena aku ga bisa pake product yg buat oily skin banget (contohnya masker wajah yg kadar reaksinya ""berat"") dan wajahku jg ga sepenuhnya dry. belum lagi ada beberapa jerawat di wajah dan bekas2 jerawat yang belum sepenuhnya hilang. tapi, selama aku pake product ini, tidak mengganggu wajahku sama sekali. justru aku bahagia banget bisa nemuin sun screen yang ga ada efek buruknya di wajahku. mana pertama kali kan nih pake sun screen, makanya bahagia banget! alhamdulillah sampai sekarang ga ada masalah apapun yg disebabkan dari product ini. aku mau rekomen aja buat kalian2 yg punya jenis kulit wajah kaya aku dan bingung mau pake sunscreen apa, boleh bgt nih coba sunscreen ini dan kalau udah nyoba, bisa juga kasih review kaya aku. sekian! xx",5,
"Produk sunscreen pertamaku! Udah tau lah ya sunscreen brand ini udah dipake dimana-mana, dimention dimana-mana. Packagingnya lucuu, enak dan gampang buat diaplikasikan. Baunya agak sedikit gaenak, tapi gapapa lah. Pas diaplikasikan enak seger gitu, berasa kulit punya lapisan pertahanan baru hahah. Repurchase? Yes!",5,
"udah repurchase ke 4, dan ini first sun screen dan sampai sekarang. awal pemakaian baunya semacam autan wkwkwk. sedikit menganggu, tapi lama kelamaan ngak ada masalah sih. oke oke saja, walupun ngak tau ada efeknya ngak tu di muka, yg jelas di pakai aman aman saja. pakai ini karena dari pada ngak pakai sun screen aja. yang jelas ngk bikin break out, dan bikin kulit lembab.",4,
"suka bangeet sama iniii sunscreen nya tu kaya ada rasa cooling gituuu beda sama ss yang laen yang terakhir aku pake tu feelnya agak panas gitu beda banget sama kalo dibandingin sama yang emina, murah lagi harganya aku uah repurchase berkali kali",5,
Suka banget sih .. awal2 baunya nonjok banget ngenganggu tpi lm2 suka juga baunya😅 .. enak banget dipallikasikan ke muka .. berasa ada tine up dikit tpi gk lebay .. suka pake banyak2 biar bner2 terlindungi.. tpi gk cocok buat olga perih klo kena mata,4,
iseng2 ke booth emina dan menemukan sunscreen dgn harga semurah ini..pas bgt untuk sobat misquenn..pertama2 agak keganggu sama baunya yg terlalu nyegrak..tapi lama kelamaan jg pasti terbiasa..dan ga breakout di wajah aku..blm habis aja aku udh repurchase..sesuka itu sama produk ini..thanks emina,4,
"Ga tau lagi ini uda tube ke berapa dan memang sebagus itu. Harganya murah dan kualitasnya bagus. Dia ga terlalu cair tapi juga ga kental banget, gampang di apply di wajah, pas dipakai wajah jadi dingin seger gitu. Cocok banget dipakai tiap hari. Tapi kalau kita aktivitasnya di outdoor yang panasnya kebangetan aku saranin pake sunscreen yang spfnya lebih tinggi ya. Ini cocoknya dipakai di indoor aja.",5,
ini cocok banget dimuka ku yang combination to oily. dia cepet meresapnya dan enggak bikin muka jadi tambah berminyak. produk emina memang cocok banget buat remaja. dari kualitas produk nya sama harganya yang ramah banget dikantong pelajar. repurchase? I think ya 😁,5,
overal bgs sih buat kulit yg kering bisa sekalian buat moisturizer spf nya juga udh tinggi tp tetep hrs dipake lagi 2 jam setelahnya yg gak aku suka dari produknya wangi nya terlalu nyengat kyk wangi wangi parfum gitu jadi rada mengganggu tp bgs kok gak lengket cocok buat anak sekolah!,4,
"Baru cobain merk ini,selama dipake sih aman2 aja ga bikin kulit bermasalah (ini poin paling penting). Tapi pas pertama pake ada rasa cekit-cekit tapi cuma bentaran doang Untuk harga yg lumayan murah sih patut di coba.",4,
sunscreen pertamaku tapi di aku sunscreen emina ini malah bikin kusam dan bikin break out parah. padahal gampang banget didapetin dan harganya murah. untuk packagingnya lumayan standar skincare emina sih ya. tp pernah salah beli waktu mau repurchase malah kebeli emina yg double bubble,3,
"Sunscreen pertama (2017) yang aku beli dan pakai. Cream putih, dingin ketika dipake, cukup cepat buat menyerap, wanginya seperti wangi jeruk2 gitu. Selama dipake ga pernah bikin aneh2 di wajah, justru bikin wajah terasa terlindungi, aman dan nyaman, hahaha. Masih dipake sampe sekarang dan seterusnya.",5,
"kalo udh habis aku pasti beli lg! ini enak bgt kalopun pakenya banyak dia cepat meresap dan ga bikin lengket di muka ataupun tangan, teksturnya enak. di aku jg ga bikin BO, udh gt mudah didapat + harganya murah :') wanginya jg ga terlalu aneh dan cepet ilang. cinta bgt sm sunscreen emina💖",5,
"tak akan pernah berpaling dengan mu❤️ aku mencoba sunscreen ini setelah berpindah dari wardah sunscreen yg bikin muka aku beruntusan kecil kecil. pertama yang aku rasain teksturnya lebih ringan daripda wardah, pas diaplikasikan ke muka gak ninggali bercak putih kaya mendempul, dan cepat meresap. dimuka juga gak berat. dan yg penting gak bikin muka aku jerawatan, bruntusan, dan kilang minyak. udah pakai sunscreen ini sekitar 9 bulan.-. udah gak tau berapa kali repurchasee🧡🧡 pokonya bisa jadi pilihan buat newbie yg milih milih sunscreen.",5,
"Enaak ko, dia menyerap di kulit juga cepet, engga bikin breakout juga engga bikin whitecast daan murah bangett Cuman kadang suka agak terganggu gitu sih sama wanginya kalau buat aku terlalu tajam Repurchase? mungkin mau coba yang lain dulu",4,
"ini udah tube yg k 4x nya, sesuka itu sma sunscreen emina hrga terjangkau gk bikin wajah kusam, n belum mau pindah ke lain hati 😍😍. dia juga gk bikin wajah jerawat sama brekout. repurchase terus dah 😁😁",4,
MY HOLLY GRAIL SUNSCREEN!!! enak banget suncreen ini :' sunscreen pertama ku dan ku langsung jaatuh cintaaaaa... harga nya juga ga bikin dompet nangis hueheheehehe u must try!! repurchase? Ofc yes!!!,5,
"Baru coba produk ini dan sesuka itu... parah enak banget ringan, ga bikin berminyak ke mukaku yg emg type kombinasi yekan, price??? udh deh ga usah di tanya! supermurah! cunab 29ribu rupiah kalian bisa pake lamaaa. currently my fav skincare 🙆",5,
gangerti ini udah abis keberapa botol sebagus itu enak dipakenya ringan gabikin kulit kusam dan dia murah juga dia juga gabikin makeup rusak malah kaya bikin makeup nyatu kemuka gak putih juga kan banyak tuh sunscreen yg bkin putih muka,5,
"Been using this for quite sometime, overall cukup ok tapi nothing special menurutku. Waktu itu beli karena tergoda sama harganya yg sangat terjangkau, dan banyak jg liat dari rekomendasi orang-orang. Wanginya seger jadi cocok untuk dipakai pagi habis mandi, jadi bikin semangat! Karena physical sunscreen yg teksturnya lebih creamy cukup menguntungkan kalo kulitku lagi kering, tapiiii a bit heavy karena konsistensinya cukup kental. Jadi kalo kulitku lagi berminyak/harinya lagi panas bikin gerah dan cepet melt. Tubenya juga kurang convenient karena di tutupnya suka banyak yg menggumpal.",4,
"Pake sunscreen ini karena mau coba, soalnya baca2 review bagus. Hmm di aku sih biasa aja, ga bikin breakout atau jerawatan, bahkan kalo emg lg jerawatan dan parah, aku cm pake ini aja. cuman kadang ngerasa agak lama dia meresap ke kulit wajahnya. Repurchase? Hmm, masih belum yakin sih. Tapi sampe skg masih ada sunscreennya.",4,
"penasaran coba karena tergiur sama harganya yang terjangkau hehe. Aku suka sama sunscreen ini karena gak bikin muka buluk dan berminyak, cuman aku merasa sunscree ini agak lama terserap di kulit nya jadi perlu nunggu beberapa menit sblm make bedak lagi. Oiya terus sunscreen ini ada wanginya kayak wangi pandan gitu aku sukaaa.",4,
"Sun Screen ini cukup bagus. Hanya saja, teksturnya agak encer, jadi waktu diaplikasikan ke wajah, lumayan lama nunggu dia bener bener kering dan meresap ke wajah. Untuk aroma, gadak masalah, suka-suka saja",4,
seneng bgt nemu produk emina sunscreen nya!! nyobain wardah sm skinaqua ga cocok dan bikin breakout.. teksturnya ringan bgtt ga bikin breakout sama sekali. pokoknya suka banget sm produk ini kalo habis langsung beli lg hehee<3,5,
"lepas dari cream dokter, mulai mencari-cari nih sunscreen yg cocok. lalu memutuskan untuk mencoba emina ini. dan ternyata gasuka bgt huu:( bikin muka aku kusam, terus di kulit aku yg acne prone dan oily ini tambah oily dan muncullah bruntusan kecil :( sesedih itu, padahal harga nya yg sangat amat murcee berharap bisa cocok. tapi ternyata tydack huuu:(",2,
Pertama kali nyoba sunscreen dan milih emina karena banyak review yg bilang bagus tapi bikin komedoan dan efeknya itu kaya herang gt lah jd mesti dikasih bedak lagi. Repurchase ? kayanya engga deh mau nyari sunscreen yg hasilnya bisa matte dan gausah bedakan lagi.,3,
"Just so so sih, awalnya gengges sm teksturnya tp lama2 ya kebiasa aja sih. Udah abis 2 botol, agak greasy sih tp ga bikin yg berminyak buanget gt nggak, yg jelas melembabkan ga bikin kering. Soalnya sejauh ini blm nemu sunscreen yg cocok di aku jd i'll use this till i found my another sunscreen 😂",3,
"udah beli ini 2x, dan bakal langganan terus. di kulit ku kerasa ringan, dan enak, g ada white cast. formula nya yg buat remaja cocok bgt sm kulit ku yg sensitif, dan terasa melembabkan. selain itu harga nya yg murah, cocok buat alternatif ku yg bitos sunscreen",5,
"Beli ini awalnya mau coba2 doang pas ke drugstore mumpung ada diskon juga. Selama pemakaian sampe sekarang dia bagus aja, di aku bikin wajah lembab, kerasa halus sedikit dan ga bikin kilang minyak di wajahku yg oily. Cuma pernah sekali aku pake ini habis pake serum wajah eh malah timbul jerawat merah sebiji, mungkin karna salah step doang kali ya. Repurchase? yes, it's affordable so why not.",4,
"pertama make punya tmen, karna waktu itu ss wardahku udh habis, dan first impressionnya biasa biasa aja, klo di aku sih gak bikin berminyak, gak bikin jerawatan ato breakout, tapi aku gak terlalu suka baunya, tapi harganya cocok buat pelajar kek aku",4,
"buat remaja sih ini bisa dicobaa, sunscreen iki galengket menurutku ringan dan lumayan enak ga bikin breakout dan gak ada whitecase juga banyak yang bilang ini bikin kusem muka tapi di aku aman aman ajaaa",3,
gatau kenapa temen-temen aku pada suka make ini. tapi pas aku coba kayaknya ga bersahabat dikulit aku karna bikin berminyak banget dan besoknya jerawat numbuh ditempat yg gabiasanya ada jerawat. gatau deh karena emg gacocok atau gimana:(,3,
"aku pake ini udah kemasan yang ke 2 , ini membantu banget buat anak sekolah ,harga nya pun seharga kantong pelajar , ini dimuka aku ga biki kulit kering tapi agak berminyak ya namanya juga sunscreen emg rata² bikin berminyak .tapi sejauh ini dia gak ada pengaruh apa² di muka aku . kalo di tanya repurchase?yaa tentu",4,
"Ga nyaranin buat yang punya skin oily, berasa kayak lengket banget di muka, terus baru 2 jam pemakaian gila udh berminyak banget, bikin berat di muka. Apalagi kalo retouch siang hari beuhh.. udah panas, pake emina sunscreen tambah berminyak muka. Jangan coba2 deh yang punya kulit sensitif",2,
"gak banget sama produk ini. teksturnya itu looooohh bikin gerah banget😩 aku gatau dia ada whitecast atau gak tapi kayaknya sih ngga ya. sunacreen ini bikin aku inget sama sunscreenya wardah, yaaa kakak adek lah. pokoknya gabakal repurchase. rating : 5/10",3,
"beli ini karena sun screen kecintaan ku habis, trus aku mencoba produk ini deh. awalnya mikir enak banget wangi nya dan tekstur nya juga ga terlalu gengges. Tapii setelah ku pakai 3-4 kali kok rada gengges dan minyakan banget ya muka ku,ku kira bb cream ku yg salah ehh ternyata setelah ku tidak pakai sun screen ini terbukti aku tidak cocok dengan sun screen ini (sorry emina huhu) repurchase? tidakk",3,
"sunscreen pertama yang aku coba.. harganya bersahabat bgt!! tp syg nya di aku ga cocok, muka malah nambah kusem:( awalnya ga sadar klo si emina ini yg bikin muka malah tambah kusem dan tambah berminyak gt.. tp setelah berminggu² cari tau, ternyata dia:( kecewa bgt, pdhl udh terlanjur cinta sama emina.. repurchase? no!! :(",2,
"Aku suka banget Sunscreen emina, ngasih kelembapan yg top buat kulitku walaupun sunscreen. ditambah kulit aku ga belang lagi, bikin ga terlalu takut kena matahari . love banget sama sunscreen ini,..❤❤❤",5,
"Sunscreen pertamaku krn rekomendasi kak affi! Kalo boleh jujur, ini sunscreen standar yg yaudah biasa aja gitu. Jumlah spfnya cukup, yaitu 30. Harganya pun wow supeeerr terjangkau! Kadang pake ini tu muka enakan lah, kadang jg kek malah kok ga enak ya. Ngerasa masih sayang sih beli sunscreen mahal, makanya masih pake ini dan udah botol ke dua 😂",3,
"Teksturnya seperti gel, langsung meresap ke kulit. Baunya gak ada masalah dan terasa segar setelah pake ini. Harganya juga murah untuk ukuran sun screen, sayang nya bikin aku bruntusan. Jadi aku oake untuk tangan dan kaki aja deh.",3,
"Baru beli dan baru cobain ini. Semoga cocok deh, tapi First Impression aku pake ini, wanginya kurang enak kaya wangi jeruk 🤢 aku harap gak break out. Harganya murah dan ini sun screen pertama aku setelah lepas dari sunscreen dokter. Be nice ya",4,
"di kulit aku ini agak keputihan, trs jg kalo kena air gitu jadi luntur banget terus di kulit aku agak lama sih nyerep nya jadi pas abis 1 botol aku udah ga beli lagi, sekarang udah nemuin produk yang lebih cocok sih..",4,
"sunscreen yg udah repurchase sampai tiga kali. semenjak aku tahu pakai sunscreen setiap hari itu perlu ku langsung memikih emina ini. tekstur nya ga berat dimuka, wanginya lumayan kusuka kayak susu gitu (menurut ku). harganya juga masuklah sesuai kantong mahasiswa. terus dikulitku yg normal dia udah bisa banget sebagai pelembab+sunscreen karena udah ada aloeveranya. cocok banget buat sehari hari me likey!!",5,
"sunscreen terfav sih selama ini sampe gamau nyoba yg lain heheww . btw dah tube ke 3 😂😂 suka gitu sm teksturnya dingin enak dipake, harganya sih standar buat pelajar sma kaya aku wkwk will be repurchase it!",4,
"harganya murceeee , jadi kegoda banget buat beli. lumayan spfnya 30 dengan harga semurah ini , tapi ga terasa berat berat banget. ga bikin kulitku yang oily ini tambah oily, selama seminggu pake ga terasa buat bruntusan sih , dan semoga aja seterusnya juga engga. sayangnya aku ga terlalu suka baunya gais , emang gak nyengat nyengat banget , cuma ya kerasa aja gitcu. repurchase ? gatau deh mungkin mau coba coba yang lain gitu.",3,
Sun Protection SPF 30 PA adalah sunscreen termurah yang aku punya. Untuk tekstur dia biasa saja. Seperti moisturaizer pada umumnya. Hanya saja sedikit lebih berminyak. Jadi memang harus di set pakai bedak. Menurutku ini adalah sunscreen ygvpaling cocok untuk remaja. Harganya juga murah.,4,
"Baru pake ini beberapa bulan.. Aku suka wanginya seger😍😍 Formulanya bagus ga lengket,malah cepet nyerep di kulit.. udah ada SPF 30 pa+++ ngejaga kulit bgt dr sinar UV.. dulu aq suka pake bbcream buat daily tp sejak pake ini ga perlu bbcream.. tinggal disetting powder cocok bgt utk aku yang ga suka ribet 😍😝 Lumayan nahan bedak diatasnya.. utk 3-4jam",3,
"aku beli ini karena aku biasanya make wardah tp krn wkt itu abis jd aku beli ini, hasilnya di aku agak gelap dr warna aseli kulit aku ya trs pas di pake agak gmn gt jadi ya ga yang waw bgt biasa ajalah",3,
pertama beli ini karna mau belajar pakai sunscreen tapi di aku ternyata gak cocok bikin muka aku yg berminyak tambah kayak kilang minyak banget dong padahal setiap pemakaian udah diset pakai bedak marcks ttep aja gak bisa repuchase no,2,
"Beli ini gara2 rekomendasi kak Affi di video skincare 101 utk pemula. Sudah hampir sebulan pake ini, di kulitku tidak menimbulkan reaksi apa2, walau awalnya takut karena sunscreen dr Emina ini sangat budget friendly sekitar 20-30 ribuan plus ada wanginya sedikit. But I'm fine with it. Tekstur dr sunscreen Emina ini tidak terlalu kental dan tdk terlalu cair juga. Pas sudah diaplikasikan ke kulit sih agak lama menyerapnya dan karena hasilnya bukan matte jadi produk ini tidak bersahabat buat yg punya kulit yg berminyak. Well for me this is a great product because it's work on my skin and I definitely will repurchase this!",4,
"Udah tube ke-3 aku. iya suka banget soalnya murah dan ringan bgt berasanya cuma kayak pake moisturizer. di aku ga bikin breakout, dan ga whitecast juga sih. ada wanginya tapi so far ga mengganggu buat aku",4,
"sayangnya ngga cocok di aku, kulitku jadi gatal dan breakout recommended sih untuk sunscreen harga segitu karena wanginya enak dan teksturnya ngga terlalu lengket :) ini reviewku setelah seminggu pemakaian",1,
"entah ini udah tube keberapa, pokonya dari pertama emina hype lah, ngebet banget pengen cobain Sunscreen ini 😂 aku sukaaa bangeettt, soalnya dia bikin matte wajahku yg berminyak ini😍 i love local product😘😘",5,
"sunscreen yang murah meriah di banding produk lain. jujur aku kurang suka baunya. aneh gitu. terus lumayan lama meresapnya, tapi gak bikin muka aku makin oily. produknya ninggalin whitecast tapi di blend aja terus nanti lama lama menyatu sama kulit. alhamdulillah gak bikin BO di aku",4,
"di muka ku bikin berminyak dan kusem gitu keliatannya): gabikin bo sih. wanginya juga gamasalah. whitecast sih, tapi kl di blend sekitar 5 menit, lgsg rata ama warna kulit kok. ya kurangnya, di aku bikin muka tambah berminyak+kusem):",3,
"Nyobain sun screen nya emina karena harga nya yang murah dibanding produk lain. Cocok aja sebenernya di kulit, ga ada masalah ketika pemakaian. Tapi, untuk kulit gue yang notabene oily ini sunscreen emina ini terlalu oily dan cukup lama menyerap di kulit",3,
"Ringaaan pake banget, cepet menyerap di kulitku, wanginya seger, gak lengket sama sekali, daaan dia gak ada whitecast. Di kulit aku yang berminyak gak bikin tambah minyakan walau udah berjam-jam. Bakalan repurchase kayanya, karena murceee sis hehehehe",4,
"Ringaaan pake banget, cepet menyerap di kulitku, wanginya seger, gak lengket sama sekali, daaan dia gak ada whitecast. Di kulit aku yang berminyak gak bikin tambah minyakan walau udah berjam-jam. Bakalan repurchase kayanya, karena murceee sis hehehehe",4,
"sunscreen ini menurut aku cukup terjangkau harganya,ringan dan gampang meresap (paling penting menurutku),ada sedikit sensasi dingin pas aku pake,ukurannya pas gak gede gak kecil jadi enak buat dibawa-bawa.",4,
"sunscreen ini menurut aku cukup terjangkau harganya,ringan dan gampang meresap (paling penting menurutku),ada sedikit sensasi dingin pas aku pake,ukurannya pas gak gede gak kecil jadi enak buat dibawa-bawa.",4,
"sunscreen ini lumayan bagus sih, harganya murah, mudah dicari karena banyak yang jual, packagingnya bagus, ga bikin mukaku kusam, tapi setelah dipake mukaku jadi kaya keringatan gitu:( repurchase? maybe no, mau nyobain sunscreen yang lainnya",4,
"suncreen nya enak di pake, wangi nya juga enak, pas di pake gk lengket gitu, cocok klo buat kesekolah. harganya murah dan jg isinya mayan byk😂 dabest lah pokonya, klo aku banding sm punya wardah mendingan emina sih",4,
"Beli sunscreen ini karena emank harganya yang murah apalagi isi juga lumayan banyak. Efeknya sih di aku cuma gak bikin gosong kulit gara2 matahari, tapi entah kenapa rasanya gak nyaman pas keringetan, jd lengket dan sumuk di muka. Repurchase? of course No, karena mau nyari sunscreen yg lebih nyaman.",3,
"Dibilang bagus sih memang bagus, karena warnanya hijau bikin auto cerah dan menyamarkan noda merah diwajahku, tapi aku pribadi memang tidak begitu betah pakai semacam cream. Tapi minimal dia g bikin komedoan di hidung aku. itu sudah bikin bahagia.",4,
"Baguss, tapi gak bisa bilang bagus banget karna ini baru sunscreen keduaku dan udah repurchase sekali. No whitecast, agak lengket tapi gak ganggu, ringan, GAK BIKIN BREAKOUT! trauma soalnya sama ss pertamaku yg bikin minyakan bgt dan jerawatan, nyerap dan blend nya agak lama dan cukup baik melindungi kulitkuu",4,
"just so so sih, warnanya kyk putih kekuningan, klo dipake juga ringan, tpi fragrancenya paraah banget, baunya menyengat paraah, karena kulit ak acne prone dan sedikit sensitive, ini ga cocok malah bisa bikin kulit bruntusan",2,
"Sunscreen pertama yang kucoba. Aku gabisa ngebandingin sama SS lain karna blm coba lainnya huhu. Yang penting ga bikin BO sih udah Alhamdulillah bgt. Sukanya, SS ini ga bikin muka kemerehan kalo abis pelajaran olahraga, tapi eh tapiii kalo keringetan kaya meleleh gitu teksturnya:' trus baunya khas, tapi aku ngga terganggu sih. Repurchase? kayaknya sih iya, because takut coba produk lain🤣",4,
